temperature,humidity,wind_speed,rainfall,time_of_day,crop_type,disease_type,label
29.7,68.1,7.0,0.0,Morning,Tomato,Septoria leaf spot,Good
20.8,73.2,5.1,0.0,Evening,Tomato,Septoria leaf spot,Good
21.1,56.9,7.9,0.0,Morning,Tomato,Septoria leaf spot,Good
24.9,77.9,9.9,0.0,Evening,Tomato,Septoria leaf spot,Good
30.1,54.2,2.3,0.0,Evening,Tomato,Septoria leaf spot,Good
28.4,58.1,7.9,0.0,Morning,Tomato,Septoria leaf spot,Good
31.9,68.2,5.9,0.0,Evening,Tomato,Septoria leaf spot,Good
22.4,53.5,4.5,0.0,Morning,Tomato,Septoria leaf spot,Good
27.0,66.9,5.5,0.0,Evening,Tomato,Septoria leaf spot,Good
20.6,70.2,7.4,0.0,Morning,Tomato,Septoria leaf spot,Good
25.7,53.4,3.6,0.0,Morning,Tomato,Septoria leaf spot,Good
31.4,71.1,7.7,0.0,Morning,Tomato,Septoria leaf spot,Good
20.3,50.7,3.9,0.0,Evening,Tomato,Septoria leaf spot,Good
21.8,62.2,4.0,0.0,Evening,Tomato,Septoria leaf spot,Good
23.9,57.1,4.0,0.0,Evening,Tomato,Septoria leaf spot,Good
20.4,52.9,3.1,0.0,Morning,Tomato,Septoria leaf spot,Good
22.8,67.9,3.0,0.0,Evening,Tomato,Septoria leaf spot,Good
29.1,66.4,7.0,0.0,Morning,Tomato,Septoria leaf spot,Good
28.2,68.0,10.0,0.0,Morning,Tomato,Septoria leaf spot,Good
26.2,69.1,2.9,0.0,Evening,Tomato,Septoria leaf spot,Good
22.9,77.3,6.0,0.0,Evening,Tomato,Septoria leaf spot,Good
28.7,58.5,9.7,0.0,Evening,Tomato,Septoria leaf spot,Good
26.6,74.9,9.8,0.0,Evening,Tomato,Septoria leaf spot,Good
26.2,62.6,2.1,0.0,Morning,Tomato,Septoria leaf spot,Good
23.1,65.5,6.0,0.0,Evening,Tomato,Septoria leaf spot,Good
21.7,55.2,6.0,0.0,Evening,Tomato,Septoria leaf spot,Good
28.4,63.9,5.2,0.0,Evening,Tomato,Septoria leaf spot,Good
31.5,78.1,9.1,0.0,Morning,Tomato,Septoria leaf spot,Good
31.3,61.4,7.4,0.0,Evening,Tomato,Septoria leaf spot,Good
25.6,70.1,4.8,0.0,Morning,Tomato,Septoria leaf spot,Good
25.8,78.1,5.4,0.0,Morning,Tomato,Septoria leaf spot,Good
21.5,68.7,3.2,0.0,Morning,Tomato,Septoria leaf spot,Good
24.8,69.1,3.7,0.0,Morning,Tomato,Septoria leaf spot,Good
28.4,50.8,3.9,0.0,Morning,Tomato,Septoria leaf spot,Good
29.2,69.2,3.0,0.0,Morning,Tomato,Septoria leaf spot,Good
21.8,58.6,3.9,0.0,Morning,Tomato,Septoria leaf spot,Good
21.3,62.5,3.5,0.0,Evening,Tomato,Septoria leaf spot,Good
23.2,71.8,8.0,0.0,Evening,Tomato,Septoria leaf spot,Good
23.7,58.9,9.0,0.0,Morning,Tomato,Septoria leaf spot,Good
21.1,75.1,3.4,0.0,Evening,Tomato,Septoria leaf spot,Good
23.3,74.9,7.1,0.0,Morning,Tomato,Septoria leaf spot,Good
25.2,73.0,5.0,0.0,Morning,Tomato,Septoria leaf spot,Good
22.8,67.7,4.0,0.0,Evening,Tomato,Septoria leaf spot,Good
22.4,75.5,2.1,0.0,Evening,Tomato,Septoria leaf spot,Good
29.7,61.7,8.8,0.0,Morning,Tomato,Septoria leaf spot,Good
25.3,75.1,5.0,0.0,Morning,Tomato,Septoria leaf spot,Good
21.2,55.1,2.3,0.0,Evening,Tomato,Septoria leaf spot,Good
23.1,67.7,4.7,0.0,Evening,Tomato,Septoria leaf spot,Good
24.9,51.6,4.0,0.0,Evening,Tomato,Septoria leaf spot,Good
21.5,50.7,9.5,0.0,Morning,Tomato,Septoria leaf spot,Good
25.1,74.1,4.5,0.0,Morning,Tomato,Septoria leaf spot,Good
26.7,61.2,7.1,0.0,Morning,Tomato,Septoria leaf spot,Good
30.0,52.5,6.4,0.0,Morning,Tomato,Septoria leaf spot,Good
31.8,76.5,3.4,0.0,Evening,Tomato,Septoria leaf spot,Good
23.5,54.1,3.6,0.0,Evening,Tomato,Septoria leaf spot,Good
28.4,63.7,2.9,0.0,Evening,Tomato,Septoria leaf spot,Good
20.4,64.7,2.6,0.0,Evening,Tomato,Septoria leaf spot,Good
28.5,61.8,3.6,0.0,Evening,Tomato,Septoria leaf spot,Good
20.0,73.4,2.9,0.0,Evening,Tomato,Septoria leaf spot,Good
30.5,56.8,2.2,0.0,Morning,Tomato,Septoria leaf spot,Good
30.9,68.5,8.3,0.0,Morning,Tomato,Septoria leaf spot,Good
25.2,62.8,5.7,0.0,Morning,Tomato,Septoria leaf spot,Good
26.7,78.7,6.7,0.0,Morning,Tomato,Septoria leaf spot,Good
23.0,77.4,5.6,0.0,Morning,Tomato,Septoria leaf spot,Good
22.4,77.9,8.1,0.0,Morning,Tomato,Septoria leaf spot,Good
30.6,53.4,3.5,0.0,Morning,Tomato,Septoria leaf spot,Good
29.4,56.7,3.6,0.0,Evening,Tomato,Septoria leaf spot,Good
23.6,68.1,7.9,0.0,Morning,Tomato,Septoria leaf spot,Good
25.3,71.0,2.1,0.0,Evening,Tomato,Septoria leaf spot,Good
26.7,58.4,3.6,0.0,Morning,Tomato,Septoria leaf spot,Good
22.3,52.2,2.8,0.0,Morning,Tomato,Septoria leaf spot,Good
20.8,76.4,6.7,0.0,Morning,Tomato,Septoria leaf spot,Good
32.0,69.8,7.8,0.0,Evening,Tomato,Septoria leaf spot,Good
26.2,75.4,5.7,0.0,Morning,Tomato,Septoria leaf spot,Good
22.6,78.6,3.4,0.0,Morning,Tomato,Septoria leaf spot,Good
27.9,72.3,7.6,0.0,Evening,Tomato,Septoria leaf spot,Good
22.4,76.6,4.2,0.0,Morning,Tomato,Septoria leaf spot,Good
23.4,51.9,4.3,0.0,Evening,Tomato,Septoria leaf spot,Good
27.5,55.7,8.7,0.0,Evening,Tomato,Septoria leaf spot,Good
28.7,53.3,3.7,0.0,Evening,Tomato,Septoria leaf spot,Good
26.8,71.3,4.6,0.0,Evening,Tomato,Septoria leaf spot,Good
24.4,74.3,5.3,0.0,Morning,Tomato,Septoria leaf spot,Good
27.6,60.6,9.1,0.0,Morning,Tomato,Septoria leaf spot,Good
30.3,65.7,8.8,0.0,Morning,Tomato,Septoria leaf spot,Good
28.6,57.4,7.1,0.0,Morning,Tomato,Septoria leaf spot,Good
26.7,74.8,3.0,0.0,Morning,Tomato,Septoria leaf spot,Good
21.2,69.5,3.9,0.0,Morning,Tomato,Septoria leaf spot,Good
31.9,67.4,9.7,0.0,Morning,Tomato,Septoria leaf spot,Good
20.2,59.8,2.9,0.0,Evening,Tomato,Septoria leaf spot,Good
26.3,63.8,3.1,0.0,Evening,Tomato,Septoria leaf spot,Good
28.3,71.9,5.5,0.0,Morning,Tomato,Septoria leaf spot,Good
24.2,57.6,3.6,0.0,Morning,Tomato,Septoria leaf spot,Good
22.2,57.7,5.9,0.0,Evening,Tomato,Septoria leaf spot,Good
22.4,60.8,8.9,0.0,Morning,Tomato,Septoria leaf spot,Good
25.4,54.1,4.8,0.0,Morning,Tomato,Septoria leaf spot,Good
20.8,59.1,6.5,0.0,Morning,Tomato,Septoria leaf spot,Good
31.2,67.7,8.5,0.0,Morning,Tomato,Septoria leaf spot,Good
25.0,67.7,6.5,0.0,Morning,Tomato,Septoria leaf spot,Good
22.5,55.2,5.0,0.0,Morning,Tomato,Septoria leaf spot,Good
27.2,62.8,8.7,0.0,Evening,Tomato,Septoria leaf spot,Good
26.2,61.4,2.9,0.0,Morning,Tomato,Septoria leaf spot,Good
20.5,66.8,9.3,0.0,Morning,Tomato,Septoria leaf spot,Good
22.3,70.6,2.9,0.0,Evening,Tomato,Septoria leaf spot,Good
20.6,73.5,2.4,0.0,Morning,Tomato,Septoria leaf spot,Good
20.3,62.1,6.5,0.0,Morning,Tomato,Septoria leaf spot,Good
20.5,50.4,6.7,0.0,Morning,Tomato,Septoria leaf spot,Good
30.2,77.6,5.8,0.0,Morning,Tomato,Septoria leaf spot,Good
24.1,65.3,7.6,0.0,Evening,Tomato,Septoria leaf spot,Good
23.0,68.6,5.4,0.0,Evening,Tomato,Septoria leaf spot,Good
23.3,77.5,8.2,0.0,Evening,Tomato,Septoria leaf spot,Good
29.4,59.2,4.4,0.0,Morning,Tomato,Septoria leaf spot,Good
23.2,77.4,6.7,0.0,Evening,Tomato,Septoria leaf spot,Good
22.2,77.8,5.3,0.0,Evening,Tomato,Septoria leaf spot,Good
25.9,53.8,5.4,0.0,Evening,Tomato,Septoria leaf spot,Good
25.7,73.6,8.6,0.0,Morning,Tomato,Septoria leaf spot,Good
29.7,70.1,8.5,0.0,Morning,Tomato,Septoria leaf spot,Good
30.4,51.6,8.2,0.0,Evening,Tomato,Septoria leaf spot,Good
26.6,63.2,9.3,0.0,Morning,Tomato,Septoria leaf spot,Good
30.1,57.9,7.1,0.0,Evening,Tomato,Septoria leaf spot,Good
27.6,68.7,6.4,0.0,Morning,Tomato,Septoria leaf spot,Good
30.7,58.4,7.6,0.0,Evening,Tomato,Septoria leaf spot,Good
23.1,62.6,7.7,0.0,Morning,Tomato,Septoria leaf spot,Good
27.7,56.5,6.2,0.0,Evening,Tomato,Septoria leaf spot,Good
21.3,58.2,9.7,0.0,Morning,Tomato,Septoria leaf spot,Good
27.5,74.7,4.5,0.0,Evening,Tomato,Septoria leaf spot,Good
29.0,73.9,6.4,0.0,Evening,Tomato,Septoria leaf spot,Good
29.4,79.9,8.7,0.0,Morning,Tomato,Septoria leaf spot,Good
26.0,70.4,4.0,0.0,Evening,Tomato,Septoria leaf spot,Good
28.3,77.4,4.4,0.0,Morning,Tomato,Septoria leaf spot,Good
23.6,68.2,6.1,0.0,Evening,Tomato,Septoria leaf spot,Good
26.2,69.8,6.7,0.0,Evening,Tomato,Septoria leaf spot,Good
28.8,60.6,9.1,0.0,Morning,Tomato,Septoria leaf spot,Good
23.9,57.3,2.4,0.0,Evening,Tomato,Septoria leaf spot,Good
27.9,56.4,2.7,0.0,Evening,Tomato,Septoria leaf spot,Good
23.8,56.7,3.3,0.0,Morning,Tomato,Septoria leaf spot,Good
31.7,76.7,5.0,0.0,Evening,Tomato,Septoria leaf spot,Good
21.9,54.9,2.6,0.0,Morning,Tomato,Septoria leaf spot,Good
22.9,64.5,4.5,0.0,Morning,Tomato,Septoria leaf spot,Good
25.3,61.3,2.2,0.0,Morning,Tomato,Septoria leaf spot,Good
21.0,72.9,4.2,0.0,Morning,Tomato,Septoria leaf spot,Good
23.1,66.0,5.7,0.0,Morning,Tomato,Septoria leaf spot,Good
22.1,57.6,2.5,0.0,Morning,Tomato,Septoria leaf spot,Good
26.7,66.9,6.4,0.0,Evening,Tomato,Septoria leaf spot,Good
30.6,53.4,5.3,0.0,Morning,Tomato,Septoria leaf spot,Good
25.4,66.9,9.0,0.0,Evening,Tomato,Septoria leaf spot,Good
26.6,57.2,5.0,0.0,Morning,Tomato,Septoria leaf spot,Good
22.0,65.9,5.5,0.0,Evening,Tomato,Septoria leaf spot,Good
26.0,61.5,2.3,0.0,Morning,Tomato,Septoria leaf spot,Good
20.4,74.2,9.3,0.0,Evening,Tomato,Septoria leaf spot,Good
22.3,60.6,9.6,0.0,Evening,Tomato,Septoria leaf spot,Good
27.7,72.7,6.5,0.0,Evening,Tomato,Septoria leaf spot,Good
24.8,72.0,8.1,0.0,Evening,Tomato,Septoria leaf spot,Good
26.0,72.0,4.3,0.0,Morning,Tomato,Septoria leaf spot,Good
28.1,71.1,9.0,0.0,Morning,Tomato,Septoria leaf spot,Good
24.4,74.1,9.0,0.0,Morning,Tomato,Septoria leaf spot,Good
25.1,73.2,7.8,0.0,Evening,Tomato,Septoria leaf spot,Good
28.6,64.0,4.0,0.0,Morning,Tomato,Septoria leaf spot,Good
26.6,63.3,2.4,0.0,Morning,Tomato,Septoria leaf spot,Good
26.0,72.9,8.5,0.0,Morning,Tomato,Septoria leaf spot,Good
31.4,66.1,2.3,0.0,Morning,Tomato,Septoria leaf spot,Good
22.3,59.9,9.9,0.0,Evening,Tomato,Septoria leaf spot,Good
28.9,75.2,9.8,0.0,Morning,Tomato,Septoria leaf spot,Good
31.3,69.6,6.3,0.0,Evening,Tomato,Septoria leaf spot,Good
21.6,56.7,4.4,0.0,Morning,Tomato,Septoria leaf spot,Good
24.2,68.4,3.7,0.0,Morning,Tomato,Septoria leaf spot,Good
28.2,72.7,6.7,0.0,Evening,Tomato,Septoria leaf spot,Good
30.7,67.5,5.8,0.0,Morning,Tomato,Septoria leaf spot,Good
30.0,62.4,3.5,0.0,Morning,Tomato,Septoria leaf spot,Good
23.4,65.6,4.8,0.0,Evening,Tomato,Septoria leaf spot,Good
28.1,59.2,9.2,0.0,Evening,Tomato,Septoria leaf spot,Good
29.0,62.9,8.6,0.0,Morning,Tomato,Septoria leaf spot,Good
29.5,75.2,5.7,0.0,Morning,Tomato,Septoria leaf spot,Good
31.0,78.8,7.2,0.0,Morning,Tomato,Septoria leaf spot,Good
31.6,56.2,9.8,0.0,Morning,Tomato,Septoria leaf spot,Good
21.4,51.0,9.2,0.0,Morning,Tomato,Septoria leaf spot,Good
28.4,67.9,4.0,0.0,Morning,Tomato,Septoria leaf spot,Good
28.6,51.6,9.6,0.0,Morning,Tomato,Septoria leaf spot,Good
25.7,58.1,4.1,0.0,Morning,Tomato,Septoria leaf spot,Good
22.7,79.1,5.4,0.0,Evening,Tomato,Septoria leaf spot,Good
28.3,72.0,4.3,0.0,Evening,Tomato,Septoria leaf spot,Good
21.8,71.7,3.5,0.0,Evening,Tomato,Septoria leaf spot,Good
31.4,62.0,4.0,0.0,Morning,Tomato,Septoria leaf spot,Good
31.6,52.6,5.8,0.0,Evening,Tomato,Septoria leaf spot,Good
30.4,69.2,3.8,0.0,Evening,Tomato,Septoria leaf spot,Good
20.2,76.5,4.9,0.0,Morning,Tomato,Septoria leaf spot,Good
28.1,52.3,2.5,0.0,Morning,Tomato,Septoria leaf spot,Good
24.6,53.9,2.7,0.0,Evening,Tomato,Septoria leaf spot,Good
25.8,73.9,7.8,0.0,Evening,Tomato,Septoria leaf spot,Good
22.4,50.9,6.2,0.0,Evening,Tomato,Septoria leaf spot,Good
30.8,79.8,7.8,0.0,Morning,Tomato,Septoria leaf spot,Good
30.0,68.4,6.4,0.0,Morning,Tomato,Septoria leaf spot,Good
22.7,61.6,8.1,0.0,Morning,Tomato,Septoria leaf spot,Good
26.0,72.7,2.1,0.0,Morning,Tomato,Septoria leaf spot,Good
25.9,50.6,3.3,0.0,Evening,Tomato,Septoria leaf spot,Good
23.6,60.1,8.7,0.0,Evening,Tomato,Septoria leaf spot,Good
30.1,67.7,3.5,0.0,Evening,Tomato,Septoria leaf spot,Good
30.8,58.8,6.3,0.0,Evening,Tomato,Septoria leaf spot,Good
30.7,54.3,2.4,0.0,Evening,Tomato,Septoria leaf spot,Good
27.0,74.0,2.9,0.0,Morning,Tomato,Septoria leaf spot,Good
25.8,78.8,2.3,0.0,Evening,Tomato,Septoria leaf spot,Good
29.4,53.0,8.6,0.0,Morning,Tomato,Septoria leaf spot,Good
22.7,56.9,3.7,0.0,Evening,Tomato,Septoria leaf spot,Good
27.3,79.9,3.5,0.0,Evening,Tomato,Septoria leaf spot,Good
30.4,54.5,8.2,0.0,Evening,Tomato,Septoria leaf spot,Good
25.8,52.6,4.1,0.0,Evening,Tomato,Septoria leaf spot,Good
20.9,73.0,4.8,0.0,Evening,Tomato,Septoria leaf spot,Good
28.7,75.0,6.5,0.0,Evening,Tomato,Septoria leaf spot,Good
26.8,54.3,7.1,0.0,Evening,Tomato,Septoria leaf spot,Good
20.5,74.6,7.9,0.0,Evening,Tomato,Septoria leaf spot,Good
27.0,62.6,4.8,0.0,Morning,Tomato,Septoria leaf spot,Good
20.8,77.3,8.3,0.0,Evening,Tomato,Septoria leaf spot,Good
29.2,76.8,6.6,0.0,Morning,Tomato,Septoria leaf spot,Good
22.5,66.5,2.0,0.0,Evening,Tomato,Septoria leaf spot,Good
30.9,51.5,9.9,0.0,Morning,Tomato,Septoria leaf spot,Good
20.7,76.8,8.7,0.0,Morning,Tomato,Septoria leaf spot,Good
22.9,62.0,3.7,0.0,Morning,Tomato,Septoria leaf spot,Good
23.0,78.5,9.6,0.0,Morning,Tomato,Septoria leaf spot,Good
23.1,73.2,2.1,0.0,Morning,Tomato,Septoria leaf spot,Good
31.5,62.9,3.9,0.0,Morning,Tomato,Septoria leaf spot,Good
22.6,72.1,9.6,0.0,Morning,Tomato,Septoria leaf spot,Good
28.3,55.4,7.3,0.0,Evening,Tomato,Septoria leaf spot,Good
31.4,60.2,3.2,0.0,Evening,Tomato,Septoria leaf spot,Good
23.2,78.4,7.9,0.0,Morning,Tomato,Septoria leaf spot,Good
23.4,57.1,4.0,0.0,Evening,Tomato,Septoria leaf spot,Good
27.6,69.1,6.0,0.0,Morning,Tomato,Septoria leaf spot,Good
24.1,73.7,9.1,0.0,Morning,Tomato,Septoria leaf spot,Good
25.5,59.6,3.3,0.0,Evening,Tomato,Septoria leaf spot,Good
31.7,76.5,4.8,0.0,Evening,Tomato,Septoria leaf spot,Good
32.0,72.9,9.0,0.0,Evening,Tomato,Septoria leaf spot,Good
22.1,71.4,2.1,0.0,Evening,Tomato,Septoria leaf spot,Good
22.5,74.0,7.0,0.0,Morning,Tomato,Septoria leaf spot,Good
26.3,50.4,7.2,0.0,Evening,Tomato,Septoria leaf spot,Good
24.9,71.4,10.0,0.0,Morning,Tomato,Septoria leaf spot,Good
29.7,58.3,3.6,0.0,Morning,Tomato,Septoria leaf spot,Good
28.0,54.7,2.4,0.0,Evening,Tomato,Septoria leaf spot,Good
30.4,51.5,2.1,0.0,Evening,Tomato,Septoria leaf spot,Good
22.5,54.1,4.9,0.0,Morning,Tomato,Septoria leaf spot,Good
22.4,60.9,9.6,0.0,Morning,Tomato,Septoria leaf spot,Good
25.6,57.4,7.3,0.0,Morning,Tomato,Septoria leaf spot,Good
31.0,57.7,8.7,0.0,Evening,Tomato,Septoria leaf spot,Good
29.2,58.2,5.9,0.0,Evening,Tomato,Septoria leaf spot,Good
31.1,55.1,4.1,0.0,Morning,Tomato,Septoria leaf spot,Good
29.4,78.5,3.1,0.0,Morning,Tomato,Septoria leaf spot,Good
21.3,70.0,6.3,0.0,Evening,Tomato,Septoria leaf spot,Good
23.6,69.8,4.1,0.0,Morning,Tomato,Septoria leaf spot,Good
21.8,58.2,4.7,0.0,Evening,Tomato,Septoria leaf spot,Good
24.3,68.3,6.6,0.0,Evening,Tomato,Septoria leaf spot,Good
23.6,72.1,6.0,0.0,Evening,Tomato,Septoria leaf spot,Good
25.2,55.0,5.0,0.0,Morning,Tomato,Septoria leaf spot,Good
24.1,68.8,4.6,0.0,Morning,Tomato,Septoria leaf spot,Good
29.9,57.8,4.5,0.0,Morning,Tomato,Septoria leaf spot,Good
28.2,68.8,6.1,0.0,Morning,Tomato,Septoria leaf spot,Good
30.4,60.5,5.9,0.0,Morning,Tomato,Septoria leaf spot,Good
24.9,61.6,3.4,0.0,Evening,Tomato,Septoria leaf spot,Good
24.2,69.8,8.8,0.0,Morning,Tomato,Septoria leaf spot,Good
23.6,64.2,3.8,0.0,Morning,Tomato,Septoria leaf spot,Good
29.4,64.7,4.6,0.0,Morning,Tomato,Septoria leaf spot,Good
21.1,54.9,3.9,0.0,Evening,Tomato,Septoria leaf spot,Good
28.7,78.9,2.5,0.0,Evening,Tomato,Septoria leaf spot,Good
31.3,77.3,8.6,0.0,Evening,Tomato,Septoria leaf spot,Good
20.3,68.4,9.8,0.0,Evening,Tomato,Septoria leaf spot,Good
25.2,71.0,3.6,0.0,Evening,Tomato,Septoria leaf spot,Good
28.6,76.4,7.1,0.0,Morning,Tomato,Septoria leaf spot,Good
28.0,74.3,7.9,0.0,Evening,Tomato,Septoria leaf spot,Good
25.0,51.4,5.0,0.0,Evening,Tomato,Septoria leaf spot,Good
25.8,61.1,4.7,0.0,Morning,Tomato,Septoria leaf spot,Good
21.9,79.2,4.2,0.0,Evening,Tomato,Septoria leaf spot,Good
21.4,74.5,3.7,0.0,Morning,Tomato,Septoria leaf spot,Good
26.7,53.0,8.9,0.0,Evening,Tomato,Septoria leaf spot,Good
20.5,59.1,8.5,0.0,Morning,Tomato,Septoria leaf spot,Good
29.2,57.1,7.1,0.0,Morning,Tomato,Septoria leaf spot,Good
29.2,54.6,7.7,0.0,Evening,Tomato,Septoria leaf spot,Good
29.2,64.2,9.6,0.0,Morning,Tomato,Septoria leaf spot,Good
30.9,55.9,5.4,0.0,Morning,Tomato,Septoria leaf spot,Good
24.3,68.7,4.2,0.0,Evening,Tomato,Septoria leaf spot,Good
23.7,71.4,3.0,0.0,Morning,Tomato,Septoria leaf spot,Good
28.3,78.9,8.4,0.0,Evening,Tomato,Septoria leaf spot,Good
24.8,72.7,4.6,0.0,Morning,Tomato,Septoria leaf spot,Good
25.5,58.5,4.2,0.0,Morning,Tomato,Septoria leaf spot,Good
31.8,64.9,3.0,0.0,Morning,Tomato,Septoria leaf spot,Good
30.4,67.4,3.6,0.0,Morning,Tomato,Septoria leaf spot,Good
28.3,71.4,3.9,0.0,Morning,Tomato,Septoria leaf spot,Good
22.2,62.8,4.2,0.0,Evening,Tomato,Septoria leaf spot,Good
27.2,56.7,9.5,0.0,Evening,Tomato,Septoria leaf spot,Good
24.9,53.2,4.2,0.0,Evening,Tomato,Septoria leaf spot,Good
27.5,52.1,6.6,0.0,Evening,Tomato,Septoria leaf spot,Good
29.1,64.1,8.4,0.0,Morning,Tomato,Septoria leaf spot,Good
21.6,61.3,6.4,0.0,Evening,Tomato,Septoria leaf spot,Good
30.0,67.0,3.0,0.0,Morning,Tomato,Septoria leaf spot,Good
31.1,60.7,6.6,0.0,Evening,Tomato,Septoria leaf spot,Good
30.9,58.6,6.8,0.0,Morning,Tomato,Septoria leaf spot,Good
27.1,71.7,4.1,0.0,Evening,Tomato,Septoria leaf spot,Good
30.0,58.9,3.7,0.0,Evening,Tomato,Septoria leaf spot,Good
31.4,69.3,2.2,0.0,Morning,Tomato,Septoria leaf spot,Good
29.0,74.7,8.3,0.0,Morning,Tomato,Septoria leaf spot,Good
29.0,65.2,9.9,0.0,Evening,Tomato,Septoria leaf spot,Good
28.9,71.1,3.8,0.0,Evening,Tomato,Septoria leaf spot,Good
29.2,54.3,4.7,0.0,Evening,Tomato,Septoria leaf spot,Good
27.5,78.7,3.5,0.0,Morning,Tomato,Septoria leaf spot,Good
30.0,71.5,6.6,0.0,Evening,Tomato,Septoria leaf spot,Good
28.8,57.0,9.2,0.0,Morning,Tomato,Septoria leaf spot,Good
30.6,74.2,3.3,0.0,Evening,Tomato,Septoria leaf spot,Good
20.4,75.6,9.0,0.0,Morning,Tomato,Septoria leaf spot,Good
31.5,62.1,6.3,0.0,Morning,Tomato,Septoria leaf spot,Good
30.1,59.6,9.0,0.0,Morning,Tomato,Septoria leaf spot,Good
20.6,71.9,6.1,0.0,Evening,Tomato,Septoria leaf spot,Good
26.8,65.2,3.2,0.0,Morning,Tomato,Septoria leaf spot,Good
29.4,63.4,9.9,0.0,Evening,Tomato,Septoria leaf spot,Good
28.8,56.0,6.3,0.0,Evening,Tomato,Septoria leaf spot,Good
24.7,50.1,6.7,0.0,Evening,Tomato,Septoria leaf spot,Good
24.3,54.2,7.1,0.0,Morning,Tomato,Septoria leaf spot,Good
25.7,56.4,2.9,0.0,Morning,Tomato,Septoria leaf spot,Good
20.3,72.6,8.7,0.0,Morning,Tomato,Septoria leaf spot,Good
29.6,64.6,2.6,0.0,Evening,Tomato,Septoria leaf spot,Good
30.1,51.5,5.5,0.0,Evening,Tomato,Septoria leaf spot,Good
22.7,55.9,3.6,0.0,Evening,Tomato,Septoria leaf spot,Good
22.6,71.2,4.9,0.0,Morning,Tomato,Septoria leaf spot,Good
27.4,73.2,8.5,0.0,Morning,Tomato,Septoria leaf spot,Good
28.9,51.9,6.5,0.0,Evening,Tomato,Septoria leaf spot,Good
20.2,50.0,9.5,0.0,Morning,Tomato,Septoria leaf spot,Good
24.0,69.1,8.5,0.0,Evening,Tomato,Septoria leaf spot,Good
20.9,70.6,8.6,0.0,Evening,Tomato,Septoria leaf spot,Good
25.8,65.7,6.1,0.0,Morning,Tomato,Septoria leaf spot,Good
22.6,68.9,3.8,0.0,Evening,Tomato,Septoria leaf spot,Good
31.3,73.3,8.1,0.0,Evening,Tomato,Septoria leaf spot,Good
28.7,73.3,6.0,0.0,Morning,Tomato,Septoria leaf spot,Good
22.5,80.0,6.1,0.0,Evening,Tomato,Septoria leaf spot,Good
27.7,79.9,7.3,0.0,Morning,Tomato,Septoria leaf spot,Good
26.4,54.1,8.6,0.0,Morning,Tomato,Septoria leaf spot,Good
31.6,74.5,4.9,0.0,Evening,Tomato,Septoria leaf spot,Good
31.2,65.7,7.1,0.0,Morning,Tomato,Septoria leaf spot,Good
23.6,57.5,4.2,0.0,Morning,Tomato,Septoria leaf spot,Good
20.8,52.1,8.7,0.0,Morning,Tomato,Septoria leaf spot,Good
30.9,62.3,8.5,0.0,Morning,Tomato,Septoria leaf spot,Good
22.7,51.0,6.8,0.0,Morning,Tomato,Septoria leaf spot,Good
22.7,78.7,4.9,0.0,Morning,Tomato,Septoria leaf spot,Good
27.9,54.8,4.1,0.0,Morning,Tomato,Septoria leaf spot,Good
24.9,78.9,2.1,0.0,Evening,Tomato,Septoria leaf spot,Good
22.0,79.9,3.7,0.0,Evening,Tomato,Septoria leaf spot,Good
21.3,54.0,3.8,0.0,Morning,Tomato,Septoria leaf spot,Good
20.5,79.5,4.1,0.0,Evening,Tomato,Septoria leaf spot,Good
28.3,84.3,14.7,0.0,Night,Tomato,Septoria leaf spot,Bad
22.8,42.2,14.7,0.0,Afternoon,Tomato,Septoria leaf spot,Bad
25.9,75.0,7.7,0.0,Night,Tomato,Septoria leaf spot,Bad
19.5,47.9,10.9,3.3,Afternoon,Tomato,Septoria leaf spot,Bad
34.2,53.3,6.0,0.0,Afternoon,Tomato,Septoria leaf spot,Bad
30.5,58.0,7.1,2.4,Afternoon,Tomato,Septoria leaf spot,Bad
33.2,52.2,13.5,1.1,Afternoon,Tomato,Septoria leaf spot,Bad
24.0,84.2,9.8,0.0,Night,Tomato,Septoria leaf spot,Bad
25.1,73.5,9.7,0.0,Night,Tomato,Septoria leaf spot,Bad
28.1,67.8,6.4,0.0,Night,Tomato,Septoria leaf spot,Bad
19.5,45.5,7.3,1.3,Night,Tomato,Septoria leaf spot,Bad
31.1,30.4,13.1,0.0,Night,Tomato,Septoria leaf spot,Bad
21.4,54.6,9.0,0.0,Afternoon,Tomato,Septoria leaf spot,Bad
19.5,34.9,5.5,4.3,Night,Tomato,Septoria leaf spot,Bad
34.2,40.1,9.3,3.9,Afternoon,Tomato,Septoria leaf spot,Bad
24.2,81.6,5.1,4.4,Afternoon,Tomato,Septoria leaf spot,Bad
22.0,92.4,13.7,3.2,Afternoon,Tomato,Septoria leaf spot,Bad
33.6,66.5,14.9,0.0,Night,Tomato,Septoria leaf spot,Bad
38.0,30.4,11.1,0.0,Night,Tomato,Septoria leaf spot,Bad
23.4,30.1,5.3,0.0,Afternoon,Tomato,Septoria leaf spot,Bad
19.9,34.2,11.9,0.7,Night,Tomato,Septoria leaf spot,Bad
38.6,65.1,12.9,1.3,Afternoon,Tomato,Septoria leaf spot,Bad
33.6,92.2,14.8,1.1,Afternoon,Tomato,Septoria leaf spot,Bad
31.2,32.7,7.4,2.3,Afternoon,Tomato,Septoria leaf spot,Bad
22.9,61.6,12.8,0.0,Night,Tomato,Septoria leaf spot,Bad
